CompanyName,Codes
Lic Nomura Mf Rgess Fund Series- 3 -direct Plan -dividend Payout Option,538960
Lic Nomura Mf Rgess Fund Series- 3 -regular Plan- Growth Option,538957
Lifeline Drugs & Pharma Ltd.,506113
Lime Chemicals Ltd.,507759
Linaks Microelectronics Ltd.,517463
Linc Pen & Plastics Ltd.-$,531241
Lincoln Pharmaceuticals Ltd.,531633
Linde India Limited,523457
Linear Polymers Ltd.,524103
Link Pharma Chem Ltd.,524748
Linkson International Ltd.,508982
Lippi Systems Ltd.-$,526604
Lkp Finance Limited,507912
Lloyd Electric & Engineering Ltd.,517518
Lloyds Finance Ltd.,507870
Lloyds Metals And Energy Ltd.,512455
Lml Ltd.,500255
Ln Industries India Ltd.,530745
Lohia Securities Ltd.,590082
Lok Housing & Constructions Ltd.-$,500256
Lokesh Machines Ltd.,532740
Longview Tea Company Ltd.,526568
Looks Health Services Limited,534422
Lords Chemicals Ltd.,530039
Lords Chloro Alkali Ltd.,500284
Lords Ishwar Hotels Limited,530065
Lotus Chocolate Co.ltd.,523475
Lotus Eye Care Hospital Ltd.,532998
Lovable Lingerie Ltd.,533343
Loyal Equipments Ltd,539227
Loyal Textile Mills Ltd.-$,514036
Ls Industries Ltd.,514446
Lt Foods Ltd.,532783
Ludlow Jute & Specialities Ltd.,526179
Luharuka Media & Infra Ltd,512048
Lumax Auto Technologies Ltd.,532796
Lumax Automotive Systems Ltd.,532537
Lumax Industries Ltd.,517206
Luminaire Technologies Ltd.,526045
Lupin Ltd.,500257
Lws Knitwear Ltd.,531402
Lycos Internet Limited,532368
Lyka Labs Ltd.,500259
Lykis Limited,530689
Lynx Machinery & Commercials Ltd.,505320
Lypsa Gems & Jewellery Ltd,534532
M K Exim India Ltd,590060
M.b.parikh Finstocks Ltd.,526935
M.d. Inducto Cast Ltd,539226
M.k. Exim (india) Ltd,538890
M.m.forgings Ltd.-$,522241
M.p.agro Industries Ltd.,506543
M3 Global Finance Ltd,538772
Maa Jagdambe Tradelinks Limited,511082
Maan Aluminium Ltd.,532906
Mac Charles (india) Ltd.,507836
Machino Plastics Ltd.-$,523248
Mack Trading Co.ltd.,501471
Macro (international) Exports Ltd.,512600
Madhav Marbles & Granites Ltd.,515093
Madhucon Projects Ltd.-$,531497
Madhur Capital & Finance Ltd.,511638
Madhur Industries Ltd.,519279
Madhusudan Industries Ltd.,515059
Madhusudan Securities Ltd.,511000
Madras Fertilizers Ltd,590134
Maestros Electronics & Telecommunications Systems Ltd,538401
Maestros Mediline Systems Ltd.-$,501209
Mafatlal Industries Ltd.-$,500264
Magma Fincorp Ltd.,524000
Magna Colors Ltd.,524270
Magna Electro Castings Ltd.-$,517449
Magna Industries & Exports Ltd.,523872
Magnanimous Trade & Finance Ltd.,512377
Magnum Ltd.,530347
Magnum Ventures Ltd.,532896
Maha Rashtra Apex Corporation Ltd.,523384
Mahaan Foods Ltd.,519612
Mahabir Metallex Ltd,539041
Mahalaxmi Rubtech Ltd.,514450
Mahalaxmi Seamless Ltd.-$,513460
Mahamaya Steel Industries Ltd.,513554
Mahan Industries Ltd.,531515
Mahanagar Telephone Nigam Ltd.,500108
Mahanivesh (india) Ltd.,530441
Maharaja Shree Umaid Mills Ltd.-$,530059
Maharashtra Corporation Ltd.,505523
Maharashtra Polybutenes Ltd.,524232
Maharashtra Scooters Ltd.,500266
Maharashtra Seamless Ltd.,500265
Mahasagar Travels Ltd.,526795
Mahashree Trading Ltd.,512337
Mahaveer Infoway Ltd,539383
Mahaveer Infoway Ltd.-$,590117
Mahavir Advanced Remedies Ltd.,531689
Mahavir Impex Ltd.,531664
Mahavir Industries Limited,531648
Mahesh Agriculture Implements & Steel Forge Ltd.,506041
Mahindra & Mahindra Financial Services Ltd.,532720
Mahindra & Mahindra Ltd.,500520
Mahindra Cie Automotive Limited,532756
Mahindra Composites Ltd.-$,524138
Mahindra Holidays & Resorts India Ltd.,533088
Mahindra Lifespace Developers Ltd.,532313
Mahindra Ugine Steel Co.ltd.,504823
Maithan Alloys Ltd.,590078
Majesco Ltd,539289
Majestic Auto Ltd.-$,500267
Majestic Research Services And Solutions Ltd,539229
Makers Laboratories Ltd.-$,506919
Malabar Trading Co.ltd.,501473
Mallcom (india) Ltd,539400
Malu Paper Mills Ltd.,532728
Malwa Cotton Spinning Mills Ltd.,502995
Man Industries (india) Ltd.-$,513269
Man Infraconstruction Ltd.,533169
Manaksia Aluminium Company Ltd,539045
Manaksia Coated Metals & Industries Ltd,539046
Manaksia Industries Ltd,539043
Manaksia Ltd.,532932
Manaksia Steels Ltd,539044
Manali Petrochemical Ltd.,500268
Manappuram Finance Ltd.,531213
Mandhana Industries Ltd,533204
Mangal Credit And Fincorp Ltd.,505850
Mangalam Cement Ltd.,502157
Mangalam Drugs & Organics Ltd.,532637
Mangalam Organics Limited,514418
Mangalam Seeds Ltd,539275
Mangalam Timber Products Ltd.,516007
Mangalore Chemicals & Fertilizers Ltd.,530011
Mangalore Refinery & Petrochemicals Ltd.,500109
Mangalya Soft-tech Ltd.,530243
Manipal Finance Corporation Ltd.,507938
Manjeera Constructions Ltd.,533078
Manjushree Technopack Ltd.,532950
Manpasand Beverages Ltd,539207
Manraj Housing Finance Ltd.,530537
Mansi Finance (chennai) Ltd.,511758
Manugraph India Ltd.-$,505324
Manvijay Development Company Ltd,538970
Mapro Industries Ltd.,509762
Maral Overseas Ltd.,521018
Marathon Nextgen Realty Ltd.,503101
Marathwada Refractories Ltd.,502250
Mardia Samyoung Capillary Tubes Company Ltd.,513544
Marg Ltd.,530543
Marg Projects And Infrastructure Ltd.,513648
Margo Finance Limited,500206
Marico Ltd.,531642
Market Creators Ltd.,526891
Marksans Pharma Ltd.,524404
Marsons Limited,517467
Martin Burn Ltd.,523566
Maruti Infrastructure Ltd.,531540
Maruti Securities Ltd.,531319
Maruti Suzuki India Ltd.,532500
Marvel Capital & Finance (india) Ltd.,530497
Mastek Ltd.,523704
Master Chemicals Ltd.,506867
Master Trust Ltd.,511768
Mather & Platt Fire Systems Ltd.,532470
Mathew Easow Research Securities Ltd.,511688
Matra Kaushal Enterprise Limited,526671
Matra Realty Ltd.,512167
Mauria Udyog Ltd,539219
Mavens Biotech Ltd.,590083
Mavi Industries Ltd.,500248
Mawana Sugars Ltd.,523371
Max Alert Systems Ltd.,534563
Max Financial Services Ltd,500271
Maxheights Infrastructure Ltd.,534338
Maximaa Systems Ltd.,526538
Maxwell Industries Ltd.,532613
Mayur Floorings Ltd.,531221
Mayur Leather Products Ltd.,531680
Mayur Uniquoters Ltd.-$,522249
Mazda Ltd.-$,523792
Mbl Infrastructures Ltd,533152
Mcdowell Holdings Ltd.,532852
Mcleod Russel India Ltd.,532654
Mcnally Bharat Engineering Company Ltd.,532629
Mcs Ltd.,523221
Medi-caps Ltd.-$,523144
Media Matrix Worldwide Ltd.,512267
Mediaone Global Entertainment Ltd.,503685
Medicamen Biotech Ltd.-$,531146
Medinova Diagnostic Services Ltd.,526301
Meenakshi Enterprises Ltd,538834
Meenakshi Steel Industries Ltd.,512505
Mefcom Agro Industries Ltd.,511276
Mefcom Capital Markets Ltd.,531176
Mega Corporation Ltd.,531417
Mega Fin (india) Ltd.,532105
Megasoft Ltd.,532408
Meghmani Organics Ltd.,532865
Meglon Infra-real (india) Ltd.,511367
Megri Soft Ltd,539012
Mehta Housing Finance Ltd.,511740
Mehta Integrated Finance Ltd.,511377
Mehta Securities Ltd.,511738
Melstar Information Technologies Ltd.,532307
Menon Bearings Ltd.-$,523828
Menon Pistons Ltd.,531727
Mep Infrastructure Developers Ltd,539126
Mercantile Ventures Ltd,538942
Mercator Ltd.-$,526235
Merck Ltd.,500126
Mercury Laboratories Ltd,538964
Mercury Metals Ltd.,531357
Mercury Trade Links Ltd.,512415
Metal Coatings (india) Ltd.,531810
Metalyst Forgings Limited,513335
Metkore Alloys & Industries Ltd.,532990
Metroglobal Limited,500159
Meuse Kara & Sungrace Mafatlal Ltd.,512253
Mewar Polytex Ltd.,531236
Mfl India Ltd.,526622
Mfs Intercorp Ltd.,513721
Mic Electronics Ltd.,532850
Micro Technologies (india) Ltd.-$,532494
Microse India Ltd.,523343
Microsec Financial Services Ltd.,533259
Mid East Portfolio Management Ltd.,526251
Mid India Industries Ltd.,500277
Midas Infra Trade Limited,531192
Midland Polymers Ltd.,531597
Midwest Gold Ltd.,526570
Mihika Industries Ltd,538895
Milestone Global Ltd.,531338
Milkfood Ltd.,507621
Millennium Online Solutions ( India ) Ltd,511187
Minal Industries Limited,522235
Minaxi Textiles Ltd.,531456
Minda Corporation Ltd,538962
Minda Finance Ltd,539303
Minda Industries Ltd.-$,532539
Mindteck (india) Ltd.,517344
Mindtree Ltd.,532819
Mindvision Capital Ltd,530955
Mini Diamonds (india) Ltd.,523373
Minolta Finance Ltd.,532164
Mipco Seamless Rings (gujarat) Ltd.,505797
Mirc Electronics Ltd.,500279
Mirch Technologies (india) Ltd,505336
Mirza International Ltd.,526642
Mishka Exim Ltd,539220
Mishka Finance And Trading Ltd.,512191
Mitshi India Ltd,523782
Miven Machine Tools Ltd.,522036
Mm Rubber Company Ltd.,509196
Mmtc Ltd.,513377
Mobile Telecommunications Ltd.,532127
Modella Woollens Ltd.,503772
Modern Dairies Ltd.,519287
Modern India Ltd.-$,503015
Modern Shares & Stockbrokers Ltd.,509760
Modern Steels Ltd.-$,513303
Modex International Securities Ltd,537092
Modi Naturals Limited,519003
Modi Rubber Ltd.,500890
Modi Udyog Ltd,539007
Modipon Ltd.,503776
Modison Metals Ltd.-$,506261
Mohit Industries Ltd.-$,531453
Mohit Paper Mills Ltd.,530169
Mohite Industries Ltd,532140
Moil Ltd.,533286
Mold-tek Packaging Limited,533080
Mold-tek Technologies Ltd.,526263
Monarch Networth Capital Ltd,511551
Money Masters Leasing & Finance Ltd,535910
Monnet Industries Ltd.,532078
Monnet Ispat & Energy Ltd.,513446
Monnet Project Developers Ltd.,532723
Monotype India Ltd.,505343
Monsanto India Ltd.,524084
Monte Carlo Fashions Ltd,538836
Moonbeam Industries Ltd.,530033
Moongipa Capital Finance Ltd.,530167
Moongipa Securities Ltd,539199
Morarjee Textiles Ltd.,532621
Morarka Finance Ltd.,511549
Morepen Laboratories Ltd.,500288
Morgan Ventures Ltd.,526237
Morganite Crucible (india) Ltd.,523160
Moryo Industries Ltd.,513305
Moschip Semiconductor Technology Ltd.,532407
Moser Baer India Ltd.,517140
Motherson Sumi Systems Ltd.,517334
Motilal Oswal Financial Services Ltd.,532892
Motilal Oswal Mutual Fund - Motilal Oswal Most Shares Midcap 100 Etf- Growth Option,536960
Motilal Oswal Mutual Fund,590115
Motilalbbph,535729
Motor & General Finance Ltd.,501343
Mount Everest Mineral Water Ltd.,531096
Mount Shivalik Industries Ltd.-$,507522
Moving Picture Company (india) Ltd.,590011
Mphasis Ltd.,526299
Mpil Corporation Ltd.,500450
Mpl Plastics Limited,526143
Mps Ltd.,532440
Mrf Ltd.,500290
Mro-tek Ltd.,532376
Mrugesh Trading Ltd.,512065
Msp Steel & Power Ltd.,532650
Msr India Ltd.,508922
Mt Educare Ltd.,534312
Mudit Finlease Ltd.,531919
Mukand Engineers Ltd.,532097
Mukand Ltd.,500460
Mukat Pipes Ltd.-$,523832
Mukesh Babu Financial Services Ltd.,530341
Mukesh Steels Ltd.,513265
Mukesh Strips Ltd.,517374
Mukta Agriculture Ltd,535204
Mukta Arts Ltd.,532357
Muller & Phipps (india) Ltd.,501477
Multi Commodity Exchange Of India Ltd.,534091
Multibase India Ltd.,526169
Multiplus Holdings Ltd.,505594
Multipurpose Trading & Agencies Ltd.,504356
Munjal Auto Industries Ltd.,520059
Munjal Showa Ltd.,520043
Munoth Capital Market Ltd.,511200
Munoth Financial Services Ltd.,531821
Munoth Investments Ltd.,511401
Murli Industries Ltd.-$,519323
Murudeshwar Ceramics Ltd.,515037
Muthoot Capital Services Ltd.,511766
Muthoot Finance Ltd.,533398
Mvl Ltd.,532991
Mw Unitexx Ltd.,532442
My Money Securities Ltd,538862
Mysore Paper Mills Ltd.,502405
Mysore Petro Chemicals Ltd.-$,506734
N.d.metal Industries Ltd.,512024
N.g.industries Ltd.-$,530897
N.r.agarwal Industries Ltd.,516082
N.r.international Ltd.,532623
N2n Technologies Limited,512279
Nagarjuna Agri Tech Ltd.,531832
Nagarjuna Agrichem Ltd.,524709
Nagarjuna Oil Refinery Ltd.,534184
Nagpur Power & Industries Ltd.,532362
Nagreeka Capital & Infrastructure Ltd.,532895
Nagreeka Exports Ltd.-$,521109
Nahar Capital & Financial Services Ltd.,532952
Nahar Industrial Enterprises Ltd.-$,519136
Nahar Polyfilms Ltd.,523391
Nahar Spinning Mills Ltd.,500296
Nakoda Limited-$,521030
Nakshatra Infrastructure Ltd.,530375
Nalin Lease Finance Ltd.,531212
Nalwa Sons Investments Ltd.,532256
Nandan Denim Limited,532641
Naolin Enterprises Limited,590114
Narbada Gems And Jewellery Ltd.,519455
Narendra Properties Ltd.,531416
Narmada Gelatines Ltd.,526739
Natco Pharma Ltd.,524816
Nath Bio-genes (india) Ltd,537291
Nath Pulp & Paper Mills Ltd.,502407
National Aluminium Co.ltd.,532234
National Fertilizers Ltd.,523630
National Fittings Limited,531289
National General Industries Ltd.,531651
National Oxygen Ltd.,507813
National Peroxide Ltd.,500298
National Plastic Industries Ltd.,526616
National Plastic Technologies Ltd.,531287
National Steel & Agro Industries Ltd.,513179
Natraj Proteins Ltd.,530119
Natura Hue Chem Ltd.,531834
Natural Capsules Ltd.,524654
Naturite Agro Products Ltd,538926
Nava Bharat Ventures Ltd.,513023
Navcom Industries Ltd.,519200
Navin Fluorine International Limited-$,532504
Navkar Builders Ltd.,531494
Navkar Corporation Ltd,539332
Navneet Education Limited,508989
Naysaa Securities Ltd,538668
Nb Footwear Ltd.,523242
Nbcc (india) Ltd,534309
Ncc Finance Ltd.,531452
Ncc Limited,500294
Ncl Industries Ltd.-$,502168
Ncl Research & Financial Services Ltd.,530557
Nda Securities Ltd.,511535
Nectar Lifesciences Ltd.,532649
Neelamalai Agro Industries Ltd.,508670
Neelkanth Rockminerals Ltd.,531049
Neelkanth Technologies Ltd.,530697
Neeraj Paper Marketing Ltd,539409
Neha International Ltd.,519560
Neil Industries Ltd,539016
Nelcast Ltd.,532864
Nelco Ltd.,504112
Neo Corp International Ltd.,523820
Neo Infracon Ltd.,514332
Neogem India Ltd.,526195
Nepc India Ltd.,500301
Nesco Ltd.,505355
Nestle India Ltd.,500790
Net 4 India Ltd.,532912
Netlink Solutions (india) Ltd.,509040
Nettlinx Ltd.,511658
Netvista Information Technology Ltd.,530811
Network Ltd.,523558
Network18 Media & Investments Ltd.,532798
Neuland Laboratories Ltd.,524558
New Delhi Television Ltd.,532529
New Markets Advisory Ltd.,508867
New Sagar Trading Co.ltd.,501479
Newever Trade Wings Ltd,536644
Newtime Infrastructure Limited,531959
Next Mediaworks Ltd.,532416
Nexus Commodities And Technologies Ltd,538874
Nexxoft Infotel Ltd.,532045
Neyveli Lignite Corporation Ltd.,513683
Ngl Fine-chem Ltd.,524774
Nhc Foods Ltd.,517554
Nhpc Ltd.,533098
Nicco Corporation Ltd.,590028
Nicco Parks & Resorts Ltd.-$,526721
Nicco Uco Alliance Credit Ltd.,523209
Nidhi Granites Ltd.,512103
Nihar Info Global Ltd.,531083
Niit Ltd.,500304
Niit Technologies Ltd.,532541
Nikhil Adhesives Ltd.-$,526159
Nikki Global Finance Ltd.,531272
Nila Infrastructures Ltd.,530377
Nilachal Refractories Ltd.,502294
Nile Ltd.,530129
Nilkamal Ltd.,523385
Nimbus Foods Industries Ltd.,531598
Nimbus Industries Ltd.,530971
Nimbus Projects Ltd.,511714
Niraj Cement Structurals Ltd.,532986
Nirav Commercials Ltd.,512425
Nirlon Ltd.,500307
Nirvikara Paper Mills Ltd,539251
Nishtha Finance And Investment (india) Ltd,539311
Nissan Copper Ltd.,532789
Nitco Ltd.,532722
Nitesh Estates Ltd,533202
Nitin Alloys Global Ltd.,508875
Nitin Fire Protection Industries Ltd.,532854
Nitin Spinners Ltd.,532698
Nitinbbph,536161
Nitta Gelatin India Ltd.-$,506532
Nivedita Mercantile & Financing Ltd.,512381
Nivi Trading Ltd.,512245
Nivyah Infrastructure & Telecom Services Ltd.,517534
Nmdc Ltd.,526371
Noble Explochem Ltd.-$,506991
Noble Polymers Ltd,539200
Nocil Ltd.,500730
Noesis Industries Limited,530435
Noida Medicare Centre Ltd.,523670
Noida Toll Bridge Company Ltd.,532481
North Eastern Carrying Corporation Ltd.,534615
Northlink Fiscal And Capital Services Ltd,539110
Nouveau Global Ventures Ltd.,531465
Nova Iron & Steel Ltd.,513566
Nova Publications India Ltd,530733
Novagold Petro-resources Ltd.,531791
Novartis India Ltd.,500672
Novopan Industries Ltd.,500310
Npr Finance Ltd.,530127
Nrb Bearings Ltd.,530367
Nrb Industrial Bearings Ltd.,535458
Nrc Ltd.,503780
Ntc Industries Ltd.,526723
Ntpc Ltd.,532555
Nu Tek India Ltd.,533015
Nu-tech Corporate Services Ltd.,526313
Nucleus Software Exports Ltd.,531209
Nutech Global Ltd.,531304
Nutraplus India Limited,524764
Nutricircle Ltd,530219
Nuway Organic Naturals India Ltd.,531819
Nylofil India Ltd.,526488
Nyssa Corporation Limited,504378
O. P. Chains Ltd,539116
Oasis Securities Ltd.,512489
Oasis Tradelink Ltd,538547
Oberoi Realty Ltd.,533273
Objectone Information Systems Ltd.,535657
Ocean Agro (india) Ltd.,519491
Oceanaa Biotek Industries Ltd,538019
Ocl India Ltd.,502165
Ocl Iron And Steel Ltd.,533008
Octal Credit Capital Ltd,538894
Odyssey Corporation Ltd.,531996
Odyssey Technologies Ltd.-$,530175
Oil And Natural Gas Corporation Ltd.,500312
Oil Country Tubular Ltd.,500313
Oil India Ltd.,533106
Ojas Asset Reconstruction Company Ltd,538607
Ok Play India Ltd.,526415
Olympia Industries Ltd.,521105
Olympic Cards Ltd.,534190
Olympic Oil Industries Ltd.,507609
Om Metals Infraprojects Ltd.,531092
Omansh Enterprises Ltd,538537
Omax Autos Ltd.,520021
Omaxe Ltd.,532880
Omega Ag-seeds (punjab) Ltd.,519479
Omkar Overseas Ltd.,531496
Omkar Pharmachem Ltd.,532167
Omkar Speciality Chemicals Ltd.,533317
Omni Axs Software Ltd.,532340
Omnitech Infosolutions Ltd.,532882
Omnitex Industries (india) Ltd.,514324
Onelife Capital Advisors Ltd.,533632
Onesource Techmedia Ltd.,535647
Onmobile Global Ltd.,532944
Ontrack Systems Ltd.,532607
Onward Technologies Ltd.,517536
Optiemus Infracom Ltd,530135
Optimus Finance Ltd,531254
Opto Circuits (india) Ltd.,532391
Oracle Financial Services Software Ltd.,532466
Orbit Corporation Ltd.,532837
Orbit Exports Ltd.,512626
Orchid Pharma Ltd,524372
Organic Coatings Ltd.,531157
Oricon Enterprises Ltd.-$,513121
Orient Abrasives Ltd.-$,504879
Orient Bell Limited-$,530365
Orient Beverages Ltd.,507690
Orient Cement Ltd,535754
Orient Green Power Company Ltd.,533263
Orient Paper & Industries Ltd.,502420
Orient Press Ltd.,526325
Orient Refractories Ltd.,534076
Oriental Bank Of Commerce,500315
Oriental Carbon & Chemicals Ltd.-$,506579
Oriental Hotels Ltd.,500314
Oriental Trimex Ltd.,532817
Oriental Veneer Products Ltd.,531859
Oripro Ltd.,590127
Orissa Minerals Development Company Ltd.,590086
Orissa Sponge Iron & Steel Ltd.-$,504864
Orosil Smiths India Ltd.-$,531626
Ortel Communications Ltd,539015
Ortin Laboratories Ltd,539287
Ortin Laboratories Ltd.-$,590074
Oscar Global Ltd.,530173
Oscar Investments Ltd.,501179
Oswal Agro Mills Ltd.,500317
Oswal Greentech Ltd,539290
Oswal Leasing Ltd.,509099
Oswal Overseas Ltd.,531065
Oswal Spinning & Weaving Mills Ltd.,500318
Oswal Yarns Ltd.,514460
Otco International Ltd.,523151
Oudh Sugar Mills Ltd.,507260
Overseas Synthetics Ltd.,514330
Oxford Industries Ltd.,514414
Oyeeee Media Ltd,539310
Ozone World Ltd,539291
P. B. Films Ltd,539352
P.i.industries Ltd.,523642
P.m.telelinnks Ltd.,513403
Pacheli Industrial Finance Ltd,523862
Pacific Industries Ltd.,523483
Pact Industries Ltd,538963
Padam Cotton Yarns Ltd.,531395
Padmalaya Telefilms Ltd.,532350
Padmanabh Industries Ltd,526905
Pae Ltd.,517230
Page Industries Ltd.,532827
Pal Credit & Capital Ltd.,511306
Palco Metals Ltd,539121
Palred Technologies Limited,532521
Palsoft Infosystems Ltd.,511597
Pan Electronics India Ltd.,517397
Pan India Corporation Ltd.,511525
Panacea Biotec Ltd.,531349
Panafic Industrials Ltd,538860
Panama Petrochem Ltd.,524820
Panasonic Appliances India Company Ltd.-$,523307
Panasonic Carbon India Co.ltd.-$,508941
Panasonic Energy India Company Ltd.-$,504093
Panchmahal Steel Ltd.,513511
Panchsheel Organics Ltd.,531726
Pankaj Piyush Trade & Investment Ltd,506122
Pankaj Polymers Ltd.,531280
Pankaj Polypack Ltd,534796
Panoramic Universal Ltd.,531816
Panther Industrial Products Ltd.,524055
Panyam Cements & Mineral Industries Ltd.,500322
Parab Infra Ltd,513359
Parabolic Drugs Ltd,533211
Paragon Finance Ltd.,531255
Paramount Communications Ltd.-$,530555
Paramount Cosmetics (india) Ltd.,507970
Paramount Printpackaging Ltd.,533399
Paras Petrofils Ltd.,521246
Parekh Aluminex Ltd.,532606
Parekh Distributors Ltd.,501482
Parenteral Drugs (india) Ltd.-$,524689
Parichay Investments Ltd.,505525
Parker Agrochem Exports Ltd.-$,524628
Parle Software Ltd.,532911
Parnami Credits Ltd,538646
Parnax Lab Ltd.,506128
Parrys Sugar Industries Ltd.,500162
Parsharti Investment Ltd.,511702
Parshwanath Corporation Ltd.,511176
Parsvnath Developers Ltd.,532780
Parth Aluminium Ltd.,513430
Parth Industries Limited,526349
Pasari Spinning Mills Ltd.,521080
Pasupati Acrylon Ltd.,500456
Pasupati Fincap Ltd.,511734
Pasupati Spg.& Wvg.mills Ltd.,503092
Patdiam Jewellery Ltd,539401
Patel Engineering Ltd.-$,531120
Patel Integrated Logistics Ltd.-$,526381
Patels Airtemp (india) Ltd.,517417
Patidar Buildcon Limited,524031
Patspin India Ltd.,514326
Paul Merchants Ltd,539113
Paushak Ltd.,532742
Pawansut Holdings Ltd.,535658
Pba Infrastructure Ltd.,532676
Pbm Polytex Ltd.-$,514087
Pc Jeweller Ltd.,534809
Pc Products India Ltd,539267
Pcs Technology Ltd.,517119
Pds Multinational Fashions Ltd,538730
Pearl Electronics Ltd,535205
Pearl Global Industries Limited,532808
Pearl Polymers Ltd.,523260
Pecos Hotels And Pubs Ltd,539273
Pee Cee Cosma Sope Ltd.,524136
Peeti Securities Ltd.,531352
Peninsula Land Ltd.,503031
Pennar Aluminium Co.ltd.,513405
Pennar Engineered Building Systems Ltd,539333
Pennar Industries Ltd.-$,513228
Pentamedia Graphics Ltd.,500329
Pentokey Organy (india) Ltd.,524210
Peoples Investments Ltd.,501144
Perfect-octave Media Projects Ltd,521062
Perfectpac Ltd.,526435
Permanent Magnets Ltd.-$,504132
Persistent Systems Ltd.,533179
Pet Plastics Ltd.,524046
Petron Engineering Construction Ltd.,530381
Petronet Lng Ltd.,532522
Pfizer Ltd.,500680
Pfl Infotech Ltd.,531769
Pg Electroplast Ltd.,533581
Pg Foils Ltd.,526747
Pg Industry Ltd.,531281
Ph Capital Ltd.,500143
Ph Trading Ltd.,512026
Phaarmasia Ltd.,523620
Pharmaids Pharmaceuticals Ltd.,524572
Phillips Carbon Black Ltd.,506590
Phoenix International Ltd.,526481
Phoenix Lamps Limited,517296
Phoenix Township Ltd,537839
Photon Capital Advisors Ltd.,509084
Photoquip India Ltd.,526588
Phyto Chem (india) Ltd.,524808
Piccadily Agro Industries Ltd.,530305
Piccadily Sugar & Allied Industries Ltd.,507498
Picturehouse Media Ltd.,532355
Pidilite Industries Ltd.,500331
Pil Italica Lifestyle Ltd,500327
Pilani Investment And Industries Corporation Ltd.,590121
Pincon Spirit Ltd,538771
Pine Animation Limited,511421
Pioneer Agro Extracts Ltd.,519439
Pioneer Distilleries Ltd.,531879
Pioneer Embroideries Ltd.-$,514300
Pioneer Investcorp Ltd.,507864
Piramal Enterprises Ltd.,500302
Piramal Glass Ltd.,532949
Piramal Phytocare Limited,532979
Pithampur Poly Products Ltd.,530683
Pithampur Steels Ltd.,513611
Pitti Laminations Ltd.-$,513519
Pix Transmissions Ltd.,500333
Planter Polysacks Ltd.,523105
Plastiblends India Ltd.-$,523648
Plethico Pharmaceuticals Ltd.,532739
Pmc Fincorp Limited,534060
Pnb Gilts Ltd.,532366
Pnc Infratech Ltd,539150
Pneumatic Holdings Ltd,539347
Pochiraju Industries Ltd.,532803
Pocl Enterprises Ltd,539195
Poddar Housing And Development Ltd,523628
Poddar Pigments Ltd.-$,524570
Pokarna Ltd.,532486
Polar Industries Ltd.,504288
Polaris Consulting & Services Limited,532254
Polo Hotels Ltd.,526687
Polson Ltd.,507645
Poly Medicure Ltd.,531768
Polychem Ltd.,506605
Polycon International Ltd.,531397
Polygenta Technologies Ltd.,514486
Polylink Polymers (india) Ltd.,531454
Polymac Thermoformers Ltd,537573
Polymechplast Machines Ltd.,526043
Polyplex Corporation Ltd.,524051
Polyspin Exports Ltd,539354
Polyspin Exports Ltd.,590055
Polytex India Ltd.,512481
Pondy Oxides & Chemicals Ltd.,532626
Ponni Sugars (erode) Ltd.,532460
Pooja Entertainment And Films Ltd.,532011
Poona Dal & Oil Industries Ltd.,519359
Popular Estate Management Ltd.,531870
Porwal Auto Components Ltd.,532933
Positive Electronics Ltd,539178
Potential Investments & Finance Ltd,538566
Power Finance Corporation Ltd.,532810
Power Grid Corporation Of India Ltd.,532898
Power Mech Projects Ltd,539302
Powerhouse Gym & Wellness Ltd,538731
Ppap Automotive Limited,532934
Prabhat Dairy Ltd,539351
Prabhav Industries Ltd.,531855
Pradeep Metals Ltd.,513532
Pradip Overseas Ltd,533178
Prag Bosimi Synthetics Ltd.,500192
Praj Industries Ltd.,522205
Prajay Engineers Syndicate Ltd.,531746
Prakash Constrowell Ltd.,533605
Prakash Industries Ltd.,506022
Prakash Steelage Ltd.,533239
Prakash Woollen & Synthetic Mills Ltd,531437
Pranavaditya Spinning Mills Ltd.,531172
Prashant India Ltd.,519014
Pratibha Industries Ltd.,532718
Pratik Panels Ltd.,526490
Pratiksha Chemicals Ltd.,531257
Precious Trading & Investments Ltd.,506107
Precision Containeurs Ltd.,523874
Precision Electronics Ltd.,517258
Precision Wires India Ltd.,523539
Prem Somani Financial Services Ltd.,530669
Premco Global Ltd.-$,530331
Premier Capital Services Ltd.,511016
Premier Energy And Infrastructure Ltd.,533100
Premier Explosives Ltd.,526247
Premier Ltd.,500540
Premier Pipes Ltd.,513291
Premier Polyfilm Ltd.,514354
Premier Synthetics Ltd.,509835
Premium Capital Market & Investments Ltd.,511660
Prerna Infrabuild Ltd.,531802
Presha Metallurgical Ltd.,513613
Pressman Advertising Limited,509077
Pressure Sensitive Systems (india) Ltd.,526773
Prestige Estates Projects Ltd.,533274
Pretto Leather Industries Ltd.,526691
Pricol Ltd.,526109
Prima Agro Ltd.,519262
Prima Industries Ltd.,531246
Prima Plastics Ltd.,530589
Prime Capital Market Ltd.,535514
Prime Focus Ltd.,532748
Prime Industries Ltd.,519299
Prime Property Development Corporation Ltd.-$,530695
Prime Securities Ltd.,500337
Prime Urban Development India Ltd.,521149
Prism Cement Ltd.,500338
Prism Finance Ltd.,531735
Prism Informatics Ltd.,505530
Prism Medico And Pharmacy Ltd.,512217
Prithvi Information Solutions Ltd.,532675
Prithvi Softech Ltd.,531688
Pritish Nandy Communications Ltd.,532387
